date,train_start,train_end,portfolio_ret,index_ret,active_ret,tracking_error,n_selected,turnover,weights,selected_stocks,cum_portfolio,cum_index
2025-01-01,2024-10-01,2024-12-01,0.07537490300198901,0.07715075580738406,-0.0017758528053950506,0.05802519189679157,10,,"[0.         0.         0.11786969 0.         0.         0.19218903
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.03867873
 0.07071181 0.06279291 0.         0.         0.22129021 0.
 0.1383482  0.         0.0216392  0.         0.09289017 0.
 0.         0.         0.         0.         0.04359005 0.
 0.         0.        ]","['AIR.PA', 'BNP.PA', 'KER.PA', 'LR.PA', 'MC.PA', 'OR.PA', 'PUB.PA', 'RMS.PA', 'SAF.PA', 'TEP.PA']",1.075374903001989,1.077150755807384
2025-02-01,2024-11-01,2025-01-01,0.0007272859220077699,0.020308994967924043,-0.019581709045916273,0.07377690889478986,10,0.40533282397526293,"[0.         0.         0.12017359 0.         0.         0.
 0.         0.         0.         0.         0.13554623 0.
 0.         0.         0.         0.         0.         0.06336875
 0.1192445  0.14255371 0.         0.         0.20036996 0.
 0.06427049 0.         0.         0.         0.03997358 0.
 0.         0.         0.         0.11449919 0.         0.
 0.         0.        ]","['AIR.PA', 'DSY.PA', 'KER.PA', 'LR.PA', 'MC.PA', 'OR.PA', 'PUB.PA', 'RMS.PA', 'SAF.PA', 'SU.PA']",1.0761570080298228,1.0990266050867719
2025-03-01,2024-12-01,2025-02-01,-0.09869312323544177,-0.039562939447593704,-0.05913018378784807,0.05831156962312256,10,0.1572308592191498,"[0.         0.         0.11162875 0.         0.         0.
 0.         0.         0.         0.         0.14161774 0.
 0.         0.         0.         0.         0.         0.09888295
 0.09141355 0.10531195 0.         0.         0.18102715 0.
 0.         0.0317771  0.04973676 0.         0.07032961 0.
 0.         0.         0.         0.11827445 0.         0.
 0.         0.        ]","['AIR.PA', 'DSY.PA', 'KER.PA', 'LR.PA', 'MC.PA', 'OR.PA', 'RI.PA', 'RMS.PA', 'SAF.PA', 'SU.PA']",0.9699477118156512,1.0555458820584294
2025-04-01,2025-01-01,2025-03-01,-0.06058996002847217,-0.025265969948432665,-0.0353239900800395,0.0944015806196404,10,0.5037250210126838,"[0.         0.         0.16726266 0.         0.0423978  0.
 0.         0.         0.         0.         0.         0.05704902
 0.         0.00060871 0.         0.         0.         0.
 0.0703444  0.22334149 0.         0.         0.         0.
 0.         0.         0.02038581 0.         0.09409085 0.19894388
 0.         0.         0.         0.12557538 0.         0.
 0.         0.        ]","['AIR.PA', 'BN.PA', 'EL.PA', 'ENGI.PA', 'LR.PA', 'MC.PA', 'RMS.PA', 'SAF.PA', 'SAN.PA', 'SU.PA']",0.9111786187270329,1.0288764915231492
2025-05-01,2025-02-01,2025-04-01,0.04297311018991179,0.020808891526020945,0.022164218663890844,0.04936222894426042,10,0.38452831935535814,"[0.         0.25962539 0.20415646 0.         0.         0.
 0.         0.         0.         0.         0.         0.07500839
 0.         0.04872329 0.         0.         0.         0.
 0.         0.10134601 0.         0.         0.         0.
 0.         0.         0.00667965 0.         0.04420861 0.11274166
 0.         0.         0.         0.14751056 0.         0.
 0.         0.        ]","['AI.PA', 'AIR.PA', 'BN.PA', 'EL.PA', 'ENGI.PA', 'MC.PA', 'RMS.PA', 'SAF.PA', 'SAN.PA', 'SU.PA']",0.9503347979122813,1.0502862708289273
2025-06-01,2025-03-01,2025-05-01,-0.005474562353186663,-0.01109148594114906,0.005616923587962397,0.02894381743208101,10,0.1584843549691735,"[0.         0.22344517 0.14456535 0.         0.         0.
 0.         0.         0.         0.         0.         0.04070898
 0.         0.10262271 0.         0.         0.         0.
 0.         0.07941804 0.         0.         0.         0.
 0.         0.         0.06007366 0.         0.05055714 0.15758405
 0.         0.         0.         0.1410249  0.         0.
 0.         0.        ]","['AI.PA', 'AIR.PA', 'BN.PA', 'EL.PA', 'ENGI.PA', 'MC.PA', 'RMS.PA', 'SAF.PA', 'SAN.PA', 'SU.PA']",0.9451321308047075,1.0386370354218464
2025-07-01,2025-04-01,2025-06-01,0.012682304861350469,0.01383528588673566,-0.0011529810253851913,0.05708030132793727,10,0.34921816875283573,"[0.         0.0993583  0.04098805 0.         0.         0.
 0.         0.         0.17711983 0.         0.         0.06930664
 0.         0.         0.         0.         0.01346973 0.
 0.         0.10573462 0.         0.         0.         0.
 0.         0.         0.09893153 0.         0.11541364 0.15099719
 0.         0.         0.         0.12868046 0.         0.
 0.         0.        ]","['AI.PA', 'AIR.PA', 'CS.PA', 'EL.PA', 'HO.PA', 'MC.PA', 'RMS.PA', 'SAF.PA', 'SAN.PA', 'SU.PA']",0.9571185846218305,1.0530068757394593
2025-08-01,2025-05-01,2025-07-01,-0.022514279478766497,-0.008758437129621321,-0.013755842349145175,0.07005524265517706,10,0.6616665483421016,"[0.         0.13768586 0.23325999 0.         0.01382455 0.
 0.         0.         0.         0.20259497 0.         0.13353388
 0.         0.         0.         0.09740197 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.18169877 0.         0.
 0.         0.        ]","['AI.PA', 'AIR.PA', 'BN.PA', 'CS.PA', 'DG.PA', 'EL.PA', 'GLE.PA', 'HO.PA', 'SAF.PA', 'SU.PA']",0.9355697493133333,1.0437841812212363
2025-09-01,2025-06-01,2025-08-01,0.05698404948358049,0.024927639441949756,0.032056410041630734,0.05835727694009573,10,0.34662929141084614,"[0.         0.30076935 0.15313809 0.         0.0572089  0.
 0.         0.         0.13337066 0.         0.         0.11624836
 0.         0.         0.         0.05077508 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.18848956 0.         0.
 0.         0.        ]","['AI.PA', 'AIR.PA', 'BN.PA', 'CS.PA', 'EL.PA', 'GLE.PA', 'HO.PA', 'LR.PA', 'SAF.PA', 'SU.PA']",0.9888823022035452,1.06980325694593
2025-10-01,2025-07-01,2025-09-01,0.013651945060242587,0.04175436285645473,-0.028102417796212142,0.11119169838632795,10,0.23719998414711962,"[0.         0.33855453 0.10557976 0.         0.00975171 0.
 0.         0.         0.18363892 0.         0.         0.
 0.         0.         0.         0.08696287 0.00111738 0.
 0.00765326 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.10418811
 0.         0.         0.         0.16255346 0.         0.
 0.         0.        ]","['AI.PA', 'AIR.PA', 'BN.PA', 'CS.PA', 'GLE.PA', 'HO.PA', 'LR.PA', 'SAF.PA', 'SAN.PA', 'SU.PA']",1.0023824690642742,1.1144722103214673
